1333,-1.53698,1.00512,0.656117,-1.21638,-1.65842,0.139562,-1.33191,1.7193,0.573423,-1.52584,58.863,-36.864
415,1.38336,-1.54613,-1.1084,1.49205,1.06575,0.082668,0.852134,-0.270145,-0.714744,1.44516,38.1265,-27.1549
206,0.174474,0.266952,0.514842,0.590083,0.529549,1.29751,0.501457,0.377307,0.256894,0.659905,45.8498,-41.2621
1147,-1.21476,0.730397,-0.204209,-0.731233,-0.304804,1.21678,-0.960087,1.66664,1.07195,-0.83544,58.7373,-37.02
579,1.13437,-1.81553,-1.09166,-0.247908,0.751001,-0.534628,0.875958,-1.5271,-1.75678,0.137442,33.2458,-19.6711
140,-1.13591,0.073656,2.0122,-2.08659,-1.49479,-0.232757,-1.26464,-0.177352,0.654711,-1.37513,77.4687,-25.5185
281,0.883535,-0.529889,-1.21851,0.205813,0.418012,-1.16003,0.502495,-1.72261,-1.34355,1.30949,28.9447,-8.497
526,-0.830517,1.1734,1.13602,0.351435,-1.60034,1.66966,-0.924152,1.20159,0.636668,-0.046847,55.1168,-38.5091
286,-0.940617,1.15116,1.07849,-0.556019,-0.730455,-0.935819,-1.50878,1.39843,0.760985,-0.377484,65.6578,-33.1429
228,1.09995,-0.220266,-0.640049,-0.042507,1.4934,-0.862815,1.20272,-0.729685,-1.30738,1.40447,37.131,-26.8023
309,0.923177,-1.2904,-0.358872,1.37194,0.352477,0.118139,0.837596,-0.2618,-1.37778,1.61206,41.3357,-31.9322
1039,-1.12388,0.587062,2.32825,-1.01045,-0.585093,-0.222021,-1.42507,0.643832,1.28056,-1.53934,77.3755,-25.6849
1376,0.290651,0.793011,0.747825,1.59616,0.198532,1.48321,0.661366,1.08379,1.07138,0.455408,47.8315,-41.587
339,-1.11129,1.05351,1.13077,-0.652569,-0.771095,1.60872,-0.683771,2.04175,0.832255,-0.598737,56.7789,-37.7673
1101,-1.54594,1.77981,1.24048,-0.980356,-1.88839,0.401006,-1.44137,0.782214,1.39141,-1.31218,62.9641,-34.5948
435,0.71846,0.252638,0.414528,1.66798,0.868999,0.052983,0.469678,0.236299,0.048983,1.02111,45.6089,-41.5063
970,0.281542,-1.83091,-0.754432,-0.562836,-0.162392,-0.927721,0.906091,-0.294463,-0.941966,0.592357,29.0724,-9.40002
570,-0.09353,0.267786,-0.293061,1.75939,0.921204,0.936724,-0.009682,0.376343,-0.297961,0.247678,47.0598,-41.8046
796,-1.25331,1.32553,0.42856,-0.276787,-0.869646,0.341843,-1.02648,1.3779,1.16325,-1.01066,55.4391,-38.3919
906,-1.64772,1.57925,0.452634,-0.278596,-1.65812,0.503402,-1.07059,-0.160448,1.18497,-0.873987,61.9105,-35.443
234,-1.4213,0.568717,1.88808,-1.16193,-1.07141,0.662627,-0.670938,-0.008875,1.59864,-0.969705,77.7462,-25.5679
770,-1.64844,1.11835,1.30845,-0.950863,-0.497509,0.109754,-1.37942,-0.036434,1.80476,-1.08966,69.9406,-30.9844
497,-1.25913,0.828506,2.17152,-1.29801,-1.04429,0.056407,-1.55042,0.76497,1.08697,-1.72398,75.7373,-26.6337
688,-1.47856,0.514114,1.71055,-1.69018,-0.68095,-0.893003,-1.17828,0.550281,1.01891,-1.3944,76.1668,-26.404
356,0.089894,-0.630035,-1.38433,0.322325,0.165151,-1.43518,1.36594,-1.13349,-1.53547,0.401364,28.6989,-7.15209
617,-0.705817,0.461014,0.38734,-1.85383,-0.91276,2.80049,-0.536386,1.26228,0.142513,-0.029007,50.8435,-40.1205
816,1.15798,-0.812815,-0.552144,0.240684,0.313576,-0.222757,0.641726,-0.993645,-0.812332,1.18259,39.4101,-29.8746
600,0.757871,-0.818502,-0.629418,1.91063,0.294622,0.52277,0.703702,-1.48758,-1.06359,2.05967,41.7138,-32.4391
627,-1.16153,0.819359,2.27541,-1.26244,-1.83723,-0.566197,-1.21774,0.524318,1.38417,-1.35712,75.8241,-26.628
900,-0.911318,0.291706,0.48224,0.027665,-2.18291,0.844667,-1.23339,1.73014,0.694521,-2.11904,57.1382,-37.5487
601,-0.927194,0.331031,1.11675,-1.76238,-0.977238,-0.275854,-1.50208,0.438864,2.0581,-1.11201,70.545,-30.1156
971,-0.77383,1.18838,0.665234,-0.20216,-1.004,-0.624578,-1.05929,0.045236,1.41353,-1.66646,68.0088,-31.9793
480,0.792102,-1.61285,-1.38191,0.10861,1.39607,-1.09972,1.72683,-0.961517,-1.04767,0.463178,30.8043,-12.3045
993,-1.52207,0.868846,1.52738,-0.90891,-1.10884,-0.697604,-1.49281,-0.192875,1.08793,-0.462286,73.4866,-28.2745
927,0.831357,0.494805,-0.022517,0.957481,1.07334,0.763908,0.807474,-0.106597,-0.035676,1.50339,42.964,-33.9546
204,-0.592883,1.2244,-0.145765,-0.05285,-0.345621,1.10041,0.218515,0.286044,1.02321,-0.862752,53.2055,-39.4055
948,-0.868036,1.00987,-0.672953,-1.88503,-1.27667,0.803039,-0.639005,1.18138,1.1774,-1.04647,56.8666,-37.9966
1370,-1.07805,1.72399,0.572978,-0.631827,-0.926769,0.083077,-1.74228,0.536514,0.848766,-1.14469,68.0967,-31.5263
522,-0.752534,0.406762,1.09404,-0.33669,-1.27778,1.8159,-0.247931,1.20141,0.610516,-0.499617,53.2155,-39.3392
1224,1.34548,-1.32577,-0.848787,0.542372,1.36641,-0.087729,1.14356,-0.888989,-1.38089,-0.472612,34.436,-22.7845
1040,0.944978,-0.240103,-0.890023,0.277137,0.912041,0.137225,0.831166,-1.03718,-0.849218,1.2968,41.6741,-33.0912
766,-0.039059,-0.677924,-0.838602,1.07757,1.37304,-1.03426,0.907936,-0.300959,-0.373335,1.4948,41.2045,-32.0002
1200,1.09432,-0.736076,-0.951499,0.881112,0.738495,0.189426,1.14607,-0.210689,-1.33795,1.68268,42.4314,-34.0169
343,-1.31039,1.10107,0.960034,-0.320516,-1.333,-0.411704,-2.13483,0.468257,1.41089,-0.766072,66.3737,-32.8414
835,0.674174,-1.38847,-1.56868,-0.6223,0.127419,-1.97113,1.91971,-0.773253,-1.70336,0.350542,27.3551,-5.20991
1247,1.12021,-0.708898,-1.18787,-0.550635,1.60346,-2.138,0.976994,-0.891367,-0.777047,0.681168,31.5465,-15.3599
709,-0.416964,-0.505722,0.527475,-0.319995,0.141462,2.13005,-0.943712,0.595825,0.350614,0.448742,49.7991,-40.639
98,1.39991,-0.592745,-0.724599,-0.758363,1.78174,-1.28091,0.108752,-0.886677,-1.09234,0.494905,32.0821,-15.3726
65,1.0161,-1.07334,-0.801508,0.815652,1.48133,-0.261514,0.865646,-0.849155,-1.25974,0.755307,36.3082,-25.1575
1008,0.435475,-0.187556,-0.109824,1.85755,-0.218965,0.200465,-0.329205,-0.576638,-0.434845,0.968804,44.2949,-37.1849
643,0.259662,1.16036,0.138574,1.74885,-0.270647,1.62432,0.959453,-0.263789,-0.607214,1.42684,45.7274,-40.9995
457,-0.840806,1.07004,0.763484,-0.571753,0.270405,2.6806,-0.837165,-0.055942,0.43947,1.19007,48.6763,-41.0677
1339,-0.481181,1.32562,1.08414,-0.09565,-1.58095,0.97406,-0.153824,1.91084,0.282229,-0.437426,57.9985,-37.4138
825,-1.45764,0.793504,0.985402,-0.704434,-1.33118,-0.464333,-0.432829,0.536331,1.69085,-1.19565,72.9939,-28.3927
139,-0.760801,1.54902,0.473711,-0.709698,-0.985291,-0.05393,-1.04142,1.30873,0.772479,-1.37886,63.0164,-34.7885
1029,0.485977,-0.172325,-0.717275,0.934114,0.823825,0.889395,0.048826,-0.149508,0.13592,1.59952,43.6131,-37.4853
639,0.030566,0.520414,0.543777,1.89687,0.145268,1.93559,0.443903,0.623119,1.11992,0.209372,47.1578,-41.5178
1074,1.50225,-0.775816,-0.826389,0.580282,0.92684,-0.30397,0.912376,-0.741038,-1.48392,0.963204,30.4383,-12.1953
603,-1.06842,0.785778,0.78176,-0.460982,-0.639211,-0.631111,-1.12524,0.386694,1.36177,-1.55405,64.6884,-33.6594
1319,-1.37793,0.665477,0.580034,-0.715094,-0.968155,0.93007,-1.27162,1.07938,1.15737,-0.565688,56.6002,-37.8624
1080,-0.631965,2.51014,0.732017,-0.774502,0.339977,-0.859934,-1.17281,1.5965,1.51171,-0.785898,62.0039,-34.9927
1343,-1.36066,0.436658,1.76002,-1.15615,-1.01141,-0.09636,-0.92332,0.295615,1.22647,-0.750733,72.6806,-28.5858
703,0.072278,0.936991,0.979972,0.973372,0.285316,1.998,-0.104195,0.802246,0.810865,0.221868,49.0088,-41.0563
548,-1.08253,1.47324,0.632975,-1.1421,-1.17436,1.16947,-1.25049,1.27919,1.11056,-0.893461,56.8069,-37.9523
860,-0.990132,0.261542,1.77703,-1.80375,-1.42958,-0.611445,-0.96913,0.985979,1.51345,-1.13385,76.4877,-26.2518
712,-1.92515,0.933232,2.06147,-0.797536,-0.980301,-0.728888,-1.54701,0.130136,0.608457,-1.15805,75.632,-26.8344
838,-0.6741,0.36434,2.1468,-1.43561,-1.79451,-0.110733,-1.29864,1.04345,1.67232,-1.23412,70.1147,-30.3524
1132,1.6606,-1.29055,-1.25738,0.363925,0.501472,-1.07243,0.520671,-1.07344,-0.739797,-0.598569,30.4002,-10.9967
676,-0.431608,0.592857,0.584148,0.161951,0.59279,1.72336,-0.501456,0.722297,0.767832,0.379925,48.6713,-41.0477
1445,0.90095,-0.363949,-0.845998,0.667504,1.42196,-0.174637,0.971963,-0.517332,-1.10339,2.20418,37.7648,-27.5024
935,0.556273,-0.553062,-0.746647,0.857727,1.31323,-0.005283,0.912301,-0.640324,-1.04802,0.442725,35.9132,-24.9208
773,0.337011,-0.681741,-0.990156,1.25532,0.038531,0.07448,0.9211,0.164779,-0.450223,0.248891,43.4342,-35.1774
1384,-0.845298,-0.215502,1.31907,-0.854508,-1.36948,-0.295039,-1.45079,-1.04286,1.56604,-1.06076,73.9373,-28.1753
1269,1.05808,-0.766768,-0.900352,0.941232,0.760073,0.089307,0.55983,-0.145094,-1.02705,0.971287,37.9497,-27.5946
406,-1.10825,0.848377,1.827,-1.75862,-1.11983,-0.099709,-1.08597,0.58541,1.28939,-1.29643,67.848,-31.561
1027,-0.725986,-0.233621,1.17471,-1.72442,-1.47273,0.009159,-1.24608,0.204861,0.398413,-1.76198,77.153,-25.817
135,-0.434141,0.956964,0.571675,-0.907347,-1.80244,0.046034,-0.608954,-0.673729,1.20233,-1.66935,68.1973,-31.6619
1049,0.583395,-1.58591,-1.16274,-0.833389,0.835032,-1.86667,1.40366,-1.08315,-1.25681,-0.401782,27.7585,-6.51432
476,0.755458,-0.237058,-0.627554,1.46738,0.613804,0.609289,0.490481,-0.437767,-0.372909,0.29983,44.0139,-38.637
1289,-0.803618,0.611965,-0.215254,0.827095,0.156949,2.23901,-0.733637,0.46452,0.991085,-0.15737,51.2105,-40.3022
1233,-0.662823,1.50107,0.069265,0.869323,0.05541,1.57949,-0.962038,0.636164,0.436223,-0.448364,47.5053,-41.6379
1305,-0.075941,0.816857,0.883225,0.154408,-0.454254,1.881,-0.321185,1.11664,0.324341,0.092698,49.7734,-40.6446
813,-1.16544,0.282196,1.67602,-0.875119,-1.93422,-0.481877,-1.32626,0.12707,0.57981,-1.11969,78.2005,-25.0647
982,-0.264418,0.028782,0.594644,-0.259656,-1.07331,2.26391,-0.471919,1.65553,0.864218,-0.359379,54.5794,-38.6269
1210,0.887661,-0.963048,-1.25616,-0.130188,0.825662,-0.777445,0.466184,-1.18042,-1.15872,0.649031,30.454,-14.0952
1026,0.966554,-2.05067,-0.682718,0.0927,0.610421,-1.30602,1.6447,-0.555239,-1.34392,-0.165612,32.9833,-19.9485
991,0.212719,-0.400358,-0.155258,0.388943,-0.245311,-0.003394,0.404495,-0.003765,-0.728984,0.891623,43.3787,-34.8222
63,-0.996081,1.39702,0.871416,-0.170468,-0.771349,-0.520638,-1.49848,1.66172,1.62056,-0.769626,63.965,-34.2575
1288,0.446238,-0.357026,-0.61812,-0.689102,1.05176,-0.245125,1.31404,-0.366997,-1.46124,0.803703,34.1155,-22.1107
199,0.344704,0.053903,-0.114285,1.59434,0.168629,1.36083,0.173327,-1.34535,-0.197864,0.217613,45.0941,-37.6775
547,0.964051,-0.383508,-0.787253,-0.004802,0.806584,-0.881622,1.23532,-0.666731,-1.23585,1.40894,37.1292,-26.4316
172,-1.72031,1.35917,1.03498,-0.588854,-1.26385,0.245011,-1.50171,0.403012,0.98184,-1.36463,65.7003,-33.0504
190,-1.33997,1.31401,1.04806,-0.120019,-0.996468,-0.599414,-1.29484,0.959597,2.03965,-1.62352,65.4643,-33.2253
378,-2.01782,1.00819,0.219645,-0.625351,-1.40166,-0.008185,-1.1328,1.81457,0.396353,-0.988006,61.3374,-35.53
59,-1.28029,0.396595,0.081955,0.560873,-0.809326,1.53411,-0.824513,1.59335,1.35797,-0.085301,51.0794,-39.9151
494,-1.22951,0.621377,0.44397,-0.028817,-0.710612,1.35488,0.184518,0.084082,0.537044,-0.254668,55.9259,-38.2699
1032,0.207971,0.901042,-0.396829,1.99746,-0.193815,0.692255,0.268616,0.320733,0.057049,1.25611,45.1578,-38.6223
385,-1.08563,0.242761,0.3999,0.090887,-0.221739,2.46696,-0.23633,0.816506,0.708892,0.454874,50.9852,-40.2994
647,0.389938,-0.369114,-1.07769,0.159375,1.02652,0.081,1.41764,-0.597798,-1.30692,0.993816,36.0604,-25.7181
222,-1.57018,0.303818,1.93646,-1.61784,-1.35594,-1.87776,-1.68492,-0.441964,1.34542,-1.07743,69.3084,-30.8768
365,0.539166,-0.783825,-1.88831,0.199073,0.660501,-0.653941,0.705228,-1.17639,-0.428857,0.401792,30.8581,-13.5432
225,0.621495,-0.953473,-0.866926,0.587174,0.317176,-0.429548,0.881181,-1.21525,-1.43997,0.75171,32.8296,-19.0576
126,-0.1138,0.974666,1.13556,0.000535,0.005656,1.42057,-0.568237,0.814142,-0.329761,0.352043,50.2521,-40.6166
977,1.67144,-0.9355,-1.56498,-0.00631,0.161746,-1.01749,0.715701,-1.52685,-1.43838,0.655219,28.8456,-6.73002
1369,0.358251,0.913361,0.352958,-0.587702,-0.276424,2.50273,-0.452135,1.362,0.619314,0.371149,48.5078,-41.1638
995,0.996458,-1.20421,-1.11079,0.437099,0.280657,-1.21407,0.474162,-1.7672,-1.3753,0.74647,28.8729,-8.71082
300,1.08941,-0.306099,-2.05272,0.132277,1.24526,-0.958939,1.62037,-0.887066,-1.31495,-0.255589,29.7643,-9.49028
775,-1.26424,1.1037,0.536892,-0.843904,-0.611695,1.27813,-1.19265,1.49931,0.255839,-1.21674,53.5137,-39.1355
1037,0.430493,-0.236242,-0.136373,0.883284,0.722649,-0.490019,1.12465,0.050578,-0.50161,1.06002,43.0625,-34.1475
830,1.89686,-1.87362,-0.80661,-0.642107,0.14122,-1.48708,1.36924,-1.7912,-0.682366,0.469469,30.3466,-11.3412
442,-1.22869,0.187173,1.32412,-0.873784,-1.99915,-0.099839,-0.899118,-0.425823,1.11973,-1.66667,76.7353,-25.8795
170,-0.601895,1.11945,0.430018,0.42748,-1.17177,-0.087148,-1.38364,1.34719,0.667175,-0.26779,55.6615,-38.4058
